ring_id,vertex_id,x,y
0,0,-1310526.910,316942.794
0,1,-1310593.430,316952.221
0,2,-1310617.940,316952.068
0,3,-1310630.049,316951.992
0,4,-1310651.467,316948.738
0,5,-1310682.203,316941.677
0,6,-1310713.651,316930.151
0,7,-1310722.637,316931.534
0,8,-1310722.730,316931.548
0,9,-1310725.443,316933.082
0,10,-1310738.700,316940.575
0,11,-1310751.149,316938.352
0,12,-1310752.441,316938.121
0,13,-1310753.571,316937.681
0,14,-1310775.347,316929.197
0,15,-1310777.212,316928.911
0,16,-1310790.232,316926.901
0,17,-1310815.096,316920.250
0,18,-1310822.750,316920.431
0,19,-1310830.135,316920.606
0,20,-1310835.001,316921.580
0,21,-1310844.755,316923.534
0,22,-1310872.323,316936.315
0,23,-1310886.444,316935.569
0,24,-1310888.127,316935.480
0,25,-1310893.584,316930.428
0,26,-1310918.756,316914.638
0,27,-1310978.480,316904.188
0,28,-1311009.512,316895.444
0,29,-1311032.597,316888.939
0,30,-1311113.217,316871.231
0,31,-1311137.546,316868.458
0,32,-1311152.250,316866.781
0,33,-1311193.386,316859.383
0,34,-1311228.770,316853.020
0,35,-1311281.435,316839.520
0,36,-1311309.052,316830.543
0,37,-1311322.472,316826.181
0,38,-1311355.217,316824.684
0,39,-1311369.241,316827.845
0,40,-1311373.712,316828.853
0,41,-1311448.085,316850.202
0,42,-1311464.674,316851.049
0,43,-1311492.428,316852.468
0,44,-1311501.235,316855.452
0,45,-1311506.750,316857.320
0,46,-1311512.624,316860.790
0,47,-1311515.761,316862.643
0,48,-1311521.727,316861.602
0,49,-1311526.500,316857.655
0,50,-1311530.431,316854.404
0,51,-1311541.786,316850.149
0,52,-1311542.788,316849.774
0,53,-1311544.715,316850.070
0,54,-1311552.977,316851.340
0,55,-1311564.101,316856.043
0,56,-1311577.456,316861.689
0,57,-1311584.583,316861.115
0,58,-1311588.623,316860.790
0,59,-1311617.921,316848.266
0,60,-1311622.562,316849.589
0,61,-1311627.911,316851.115
0,62,-1311631.177,316852.822
0,63,-1311638.622,316856.712
0,64,-1311643.156,316857.414
0,65,-1311646.914,316856.812
0,66,-1311655.666,316855.412
0,67,-1311658.843,316856.979
0,68,-1311665.357,316860.193
0,69,-1311673.290,316867.661
0,70,-1311684.526,316878.238
0,71,-1311695.573,316883.809
0,72,-1311695.716,316883.883
0,73,-1311695.808,316883.931
0,74,-1311714.301,316895.316
0,75,-1311745.256,316915.174
0,76,-1311746.532,316915.992
0,77,-1311747.911,316916.877
0,78,-1311747.995,316916.931
0,79,-1311751.153,316915.846
0,80,-1311757.216,316913.762
0,81,-1311763.643,316906.227
0,82,-1311763.278,316895.821
0,83,-1311762.809,316882.481
0,84,-1311765.518,316861.909
0,85,-1311765.741,316849.663
0,86,-1311765.816,316845.552
0,87,-1311766.664,316842.316
0,88,-1311768.792,316834.204
0,89,-1311773.595,316827.910
0,90,-1311776.863,316823.628
0,91,-1311779.113,316822.635
0,92,-1311781.245,316821.694
0,93,-1311826.472,316813.049
0,94,-1311826.757,316812.995
0,95,-1311866.245,316802.037
0,96,-1311895.644,316795.212
0,97,-1311920.516,316789.438
0,98,-1311992.453,316786.135
0,99,-1312023.427,316783.113
0,100,-1312023.713,316783.085
0,101,-1312045.443,316785.470
0,102,-1312096.740,316791.100
0,103,-1312100.432,316792.332
0,104,-1312107.759,316794.776
0,105,-1312110.666,316794.455
0,106,-1312120.172,316793.406
0,107,-1312130.276,316786.324
0,108,-1312142.408,316777.821
0,109,-1312162.461,316754.028
0,110,-1312165.016,316752.822
0,111,-1312181.311,316745.132
0,112,-1312194.742,316734.324
0,113,-1312207.974,316723.678
0,114,-1312228.911,316705.260
0,115,-1312238.029,316702.730
0,116,-1312261.826,316713.631
0,117,-1312269.258,316712.438
0,118,-1312274.338,316711.623
0,119,-1312274.419,316711.482
0,120,-1312276.095,316708.558
0,121,-1312284.015,316694.742
0,122,-1312291.760,316674.205
0,123,-1312300.145,316651.976
0,124,-1312311.080,316645.801
0,125,-1312319.298,316641.160
0,126,-1312323.073,316630.677
0,127,-1312325.563,316623.762
0,128,-1312337.170,316587.489
0,129,-1312352.514,316566.488
0,130,-1312361.716,316553.893
0,131,-1312396.341,316522.508
0,132,-1312418.220,316505.556
0,133,-1312427.721,316490.867
0,134,-1312432.881,316482.890
0,135,-1312442.445,316466.194
0,136,-1312442.475,316466.140
0,137,-1312442.546,316466.016
0,138,-1312453.440,316434.248
0,139,-1312462.898,316428.118
0,140,-1312468.982,316424.175
0,141,-1312478.312,316421.148
0,142,-1312492.252,316416.626
0,143,-1312514.179,316402.948
0,144,-1312522.063,316400.884
0,145,-1312526.438,316406.159
0,146,-1312527.389,316414.123
0,147,-1312528.673,316424.876
0,148,-1312532.948,316428.814
0,149,-1312539.800,316435.125
0,150,-1312551.719,316432.784
0,151,-1312555.646,316432.013
0,152,-1312556.384,316431.868
0,153,-1312556.585,316431.828
0,154,-1312624.587,316340.647
0,155,-1312661.839,316289.316
0,156,-1312687.639,316229.669
0,157,-1312703.101,316207.885
0,158,-1312712.390,316194.799
0,159,-1312746.197,316161.316
0,160,-1312786.904,316135.458
0,161,-1312786.938,316135.432
0,162,-1312809.553,316117.302
0,163,-1312815.703,316109.957
0,164,-1312824.630,316099.296
0,165,-1312828.787,316089.098
0,166,-1312834.190,316075.842
0,167,-1312834.951,316052.998
0,168,-1312826.852,316034.691
0,169,-1312806.859,316021.760
0,170,-1312787.392,316016.784
0,171,-1312787.336,316016.771
0,172,-1312741.672,316022.822
0,173,-1312713.670,316030.202
0,174,-1312661.656,316043.911
0,175,-1312628.478,316055.445
0,176,-1312619.855,316058.443
0,177,-1312560.930,316118.226
0,178,-1312531.926,316161.630
