ring_id,vertex_id,x,y
0,0,-1932647.654,155850.383
0,1,-1935330.525,157287.968
0,2,-1936690.151,157003.148
0,3,-1936600.373,155970.260
0,4,-1938161.808,156264.433
0,5,-1938889.486,154355.576
0,6,-1939531.348,154145.361
0,7,-1940066.620,151717.177
0,8,-1942761.698,152028.144
0,9,-1944265.568,150858.429
0,10,-1945354.450,148453.694
0,11,-1946443.627,146635.883
0,12,-1946983.388,146689.429
0,13,-1947243.405,145993.085
0,14,-1947137.458,145052.777
0,15,-1947378.678,144541.414
0,16,-1947440.637,144224.168
0,17,-1947653.190,143881.198
0,18,-1948024.681,143567.598
0,19,-1948192.822,143113.865
0,20,-1948157.031,141800.874
0,21,-1948034.446,140920.283
0,22,-1947764.336,140445.887
0,23,-1947113.219,140122.161
0,24,-1946660.984,139365.487
0,25,-1946363.555,139377.224
0,26,-1945457.522,138448.716
0,27,-1945253.030,138024.303
0,28,-1945430.769,137623.020
0,29,-1945455.651,137103.173
0,30,-1945424.308,136463.340
0,31,-1946108.799,136166.034
0,32,-1946579.638,135806.618
0,33,-1946658.950,135424.687
0,34,-1946396.643,135280.976
0,35,-1946195.430,134798.921
0,36,-1946740.032,134345.698
0,37,-1946926.596,133501.085
0,38,-1946793.499,132506.909
0,39,-1946632.120,131786.683
0,40,-1945907.912,130618.738
0,41,-1945671.907,130681.172
0,42,-1945700.940,129724.554
0,43,-1945968.156,129381.443
0,44,-1945936.303,128767.785
0,45,-1946305.491,127762.016
0,46,-1946286.688,127276.733
0,47,-1945691.373,126730.073
0,48,-1945868.397,126491.532
0,49,-1946306.956,126592.575
0,50,-1946568.069,126428.493
0,51,-1946879.181,126110.847
0,52,-1947341.909,126013.388
0,53,-1947944.319,125651.791
0,54,-1947866.349,125174.613
0,55,-1947552.998,124978.951
0,56,-1946643.570,125206.441
0,57,-1946143.746,125813.367
0,58,-1945973.743,125858.363
0,59,-1945513.765,126423.903
0,60,-1945269.140,126443.885
0,61,-1945654.523,125098.626
0,62,-1945617.488,124205.078
0,63,-1945108.881,123654.500
0,64,-1942797.967,122412.398
0,65,-1941574.561,121956.373
0,66,-1941176.312,121001.380
0,67,-1940387.403,121993.101
0,68,-1940222.181,120447.958
0,69,-1940236.391,121897.097
0,70,-1939827.572,122106.765
0,71,-1937017.260,122034.581
0,72,-1936063.059,122420.696
0,73,-1935319.935,123229.749
0,74,-1934927.138,124628.772
0,75,-1935140.766,126360.131
0,76,-1934641.619,126573.265
0,77,-1934724.438,127741.757
0,78,-1935050.653,128091.391
0,79,-1934298.335,128287.416
0,80,-1933676.938,128684.995
0,81,-1933871.167,129639.046
0,82,-1931452.210,135813.193
0,83,-1931804.591,137364.739
0,84,-1930613.936,137430.810
0,85,-1931663.830,140375.897
0,86,-1929247.152,143756.354
0,87,-1928565.573,144220.009
0,88,-1927641.002,147190.543
0,89,-1926966.590,147590.622
0,90,-1926998.161,148257.944
0,91,-1926625.276,149453.646
0,92,-1927001.458,149978.584
0,93,-1926786.951,150192.087
0,94,-1925977.175,152543.075
0,95,-1925879.055,153683.860
0,96,-1928321.276,156353.981
0,97,-1930621.437,157039.225
0,98,-1931859.610,153514.527
Total signed area in input: 4.982084e+08
Total signed area in output: 4.982084e+08
Total areal displacement: 1.607162e+07
