ring_id,vertex_id,x,y
0,0,-1760573.823,-586979.354
0,1,-1761040.089,-588182.132
0,2,-1759110.165,-590657.561
0,3,-1758769.467,-592098.527
0,4,-1757663.208,-592852.805
0,5,-1757540.342,-593339.832
0,6,-1756428.891,-594117.518
0,7,-1755753.313,-595905.715
0,8,-1755306.573,-596267.678
0,9,-1755077.425,-597007.492
0,10,-1754372.828,-598169.986
0,11,-1754640.550,-598445.592
0,12,-1754219.100,-598594.534
0,13,-1754546.875,-598897.623
0,14,-1754346.925,-599524.862
0,15,-1753751.200,-600038.067
0,16,-1753367.005,-600877.456
0,17,-1753620.672,-600953.386
0,18,-1753158.388,-601341.138
0,19,-1754346.116,-601730.740
0,20,-1753379.503,-601483.115
0,21,-1753112.828,-601895.122
0,22,-1752439.863,-601910.926
0,23,-1751982.301,-602228.256
0,24,-1751964.386,-602641.215
0,25,-1751082.613,-603607.008
0,26,-1750453.336,-604926.512
0,27,-1750507.009,-605433.151
0,28,-1751081.201,-606124.715
0,29,-1751317.337,-606834.176
0,30,-1750234.424,-607574.616
0,31,-1749501.049,-609454.700
0,32,-1749144.402,-612704.759
0,33,-1748731.391,-613458.309
0,34,-1748552.288,-614994.138
0,35,-1749030.559,-617070.073
0,36,-1748505.134,-617453.008
0,37,-1748041.633,-617352.395
0,38,-1747387.378,-617964.906
0,39,-1746647.476,-619810.734
0,40,-1746674.453,-620506.841
0,41,-1745841.611,-621042.066
0,42,-1745789.015,-623186.509
0,43,-1744516.191,-623506.372
0,44,-1744851.857,-625065.361
0,45,-1744473.772,-625315.124
0,46,-1744465.031,-625823.062
0,47,-1743254.092,-627205.886
0,48,-1741267.200,-627626.353
0,49,-1740528.194,-629022.076
0,50,-1737827.211,-628320.464
0,51,-1738143.476,-624897.553
0,52,-1737059.264,-626806.967
0,53,-1731378.566,-620569.229
0,54,-1728920.349,-620185.743
0,55,-1726270.356,-617033.823
0,56,-1726472.345,-607043.116
0,57,-1729179.072,-601659.996
0,58,-1730451.219,-601387.286
0,59,-1731977.174,-598940.621
0,60,-1735214.800,-598858.403
0,61,-1735511.777,-599394.729
0,62,-1738392.866,-597449.633
0,63,-1740774.970,-593849.673
0,64,-1742523.252,-590225.611
0,65,-1743179.897,-588158.059
0,66,-1743459.390,-586109.369
0,67,-1746046.437,-582539.226
0,68,-1748518.576,-577255.807
0,69,-1750490.129,-575238.849
0,70,-1754477.047,-574312.960
0,71,-1755853.781,-574551.844
0,72,-1759366.498,-572862.698
0,73,-1759814.906,-575625.860
0,74,-1760357.496,-575731.906
0,75,-1760468.786,-575214.238
0,76,-1761737.735,-575084.392
0,77,-1762537.088,-576238.417
0,78,-1762889.664,-577304.811
0,79,-1762743.738,-577758.774
0,80,-1762739.525,-578494.858
0,81,-1762487.838,-578997.565
0,82,-1761265.270,-580174.100
0,83,-1761067.291,-580503.145
0,84,-1761002.227,-580703.939
0,85,-1760833.550,-580950.226
0,86,-1760568.460,-580993.526
0,87,-1760494.233,-581146.789
0,88,-1760557.772,-581227.460
0,89,-1760648.047,-581394.870
0,90,-1760689.185,-581651.961
0,91,-1760681.473,-581750.808
0,92,-1760711.200,-582037.783
0,93,-1760702.404,-582150.876
0,94,-1760741.519,-582313.929
0,95,-1760761.523,-582607.579
0,96,-1760687.071,-582741.433
0,97,-1760554.024,-582853.813
0,98,-1760885.913,-585965.713
Total signed area in input: 9.432032e+08
Total signed area in output: 9.432032e+08
Total areal displacement: 3.674396e+07
