ring_id,vertex_id,x,y
0,0,-1272565.549,1077045.685
0,1,-1273797.413,1075950.140
0,2,-1273912.338,1076765.509
0,3,-1274980.528,1076989.274
0,4,-1274760.776,1075295.370
0,5,-1275114.829,1074854.016
0,6,-1274118.241,1073421.383
0,7,-1274101.687,1071995.234
0,8,-1274798.452,1071750.553
0,9,-1274515.433,1071272.851
0,10,-1274836.985,1070724.779
0,11,-1274790.255,1069627.311
0,12,-1274200.240,1069038.458
0,13,-1274404.424,1068133.890
0,14,-1273112.469,1068026.834
0,15,-1272706.268,1066354.976
0,16,-1271933.809,1066055.775
0,17,-1272490.059,1064099.846
0,18,-1273155.202,1064250.399
0,19,-1273662.968,1062706.064
0,20,-1273483.365,1061294.428
0,21,-1274056.236,1060818.805
0,22,-1274114.703,1059627.514
0,23,-1273319.541,1059231.645
0,24,-1273154.137,1057501.117
0,25,-1273548.406,1055347.743
0,26,-1274849.890,1056907.071
0,27,-1276852.026,1055827.663
0,28,-1277643.657,1053034.717
0,29,-1282074.961,1053146.323
0,30,-1282413.963,1050020.775
0,31,-1287518.336,1050043.463
0,32,-1287976.116,1048569.059
0,33,-1285475.935,1047084.293
0,34,-1284256.352,1045411.109
0,35,-1282383.226,1046669.054
0,36,-1280539.740,1046710.742
0,37,-1280469.722,1045509.839
0,38,-1278693.543,1045874.706
0,39,-1278164.407,1045415.381
0,40,-1277120.094,1045284.378
0,41,-1277099.179,1045965.755
0,42,-1276498.612,1044782.548
0,43,-1277020.313,1042725.789
0,44,-1276161.479,1043721.031
0,45,-1275973.664,1043459.595
0,46,-1274711.570,1044854.855
0,47,-1275142.077,1043005.859
0,48,-1274759.194,1042353.007
0,49,-1275226.023,1040669.793
0,50,-1274262.670,1042255.907
0,51,-1273511.096,1042237.650
0,52,-1273571.035,1041302.749
0,53,-1274292.359,1039783.253
0,54,-1274830.154,1040078.335
0,55,-1274920.904,1038104.981
0,56,-1275432.780,1038790.756
0,57,-1274973.095,1039304.717
0,58,-1275022.673,1040506.650
0,59,-1275841.904,1039002.123
0,60,-1276894.543,1038633.497
0,61,-1276906.273,1036830.967
0,62,-1277561.026,1037133.450
0,63,-1277990.183,1036002.308
0,64,-1278733.276,1036218.350
0,65,-1279036.348,1034524.346
0,66,-1279125.104,1033095.685
0,67,-1278361.853,1031569.724
0,68,-1277734.389,1032052.802
0,69,-1277336.739,1031273.379
0,70,-1275472.791,1031511.205
0,71,-1275309.266,1032409.949
0,72,-1273698.465,1031726.807
0,73,-1273257.307,1032413.523
0,74,-1271938.142,1030285.438
0,75,-1270437.044,1030759.213
0,76,-1269266.706,1032595.615
0,77,-1271941.281,1036330.979
0,78,-1270544.548,1038656.616
0,79,-1271259.351,1039065.212
0,80,-1269838.809,1041686.204
0,81,-1270514.487,1035070.015
0,82,-1266850.906,1035949.619
0,83,-1265355.563,1041807.363
0,84,-1266154.464,1048491.790
0,85,-1265041.806,1049555.242
0,86,-1263249.833,1059865.462
0,87,-1263400.866,1061843.206
0,88,-1262672.966,1064282.597
0,89,-1263604.717,1065739.315
0,90,-1264182.691,1064721.177
0,91,-1264697.694,1067768.790
0,92,-1264280.622,1073149.097
0,93,-1266082.080,1073701.971
0,94,-1267366.036,1072977.442
0,95,-1267318.798,1075305.410
0,96,-1268469.098,1076262.949
0,97,-1269118.912,1077429.409
0,98,-1271130.993,1077079.777
Total signed area in input: 5.066884e+08
Total signed area in output: 5.066884e+08
Total areal displacement: 3.886800e+07
