ring_id,vertex_id,x,y
0,0,-1542612.450,-257836.563
0,1,-1542668.446,-257930.666
0,2,-1542673.132,-257939.620
0,3,-1542681.173,-257959.711
0,4,-1542688.812,-257968.724
0,5,-1542704.215,-257981.460
0,6,-1542724.282,-257993.961
0,7,-1542749.185,-258004.197
0,8,-1542774.285,-258012.420
0,9,-1542779.550,-258015.328
0,10,-1542816.330,-258023.225
0,11,-1542825.111,-258026.113
0,12,-1542831.136,-258026.900
0,13,-1542837.544,-258029.587
0,14,-1542896.041,-258040.470
0,15,-1542917.147,-258040.282
0,16,-1542937.359,-258041.605
0,17,-1542942.630,-258044.498
0,18,-1542951.851,-258046.639
0,19,-1542990.586,-258053.320
0,20,-1543007.162,-258056.179
0,21,-1543019.093,-258057.125
0,22,-1543036.669,-258062.882
0,23,-1543075.576,-258069.716
0,24,-1543117.339,-258070.087
0,25,-1543126.447,-258071.585
0,26,-1543138.697,-258071.167
0,27,-1543155.524,-258073.132
0,28,-1543172.542,-258073.079
0,29,-1543198.023,-258077.291
0,30,-1543216.656,-258085.455
0,31,-1543235.148,-258098.917
0,32,-1543243.822,-258108.449
0,33,-1543249.355,-258114.522
0,34,-1543264.623,-258132.555
0,35,-1543268.124,-258138.424
0,36,-1543272.512,-258142.824
0,37,-1543282.509,-258157.945
0,38,-1543288.519,-258164.654
0,39,-1543310.905,-258200.994
0,40,-1543315.287,-258205.383
0,41,-1543319.027,-258212.533
0,42,-1543337.238,-258236.546
0,43,-1543352.261,-258253.314
0,44,-1543364.349,-258264.074
0,45,-1543391.112,-258283.801
0,46,-1543405.581,-258300.669
0,47,-1543449.027,-258369.665
0,48,-1543454.648,-258380.388
0,49,-1543460.899,-258388.347
0,50,-1543471.154,-258404.728
0,51,-1543481.991,-258415.086
0,52,-1543497.350,-258424.559
0,53,-1543504.996,-258427.658
0,54,-1543509.827,-258431.321
0,55,-1543542.066,-258446.026
0,56,-1543543.691,-258448.337
0,57,-1543545.702,-258449.449
0,58,-1543548.954,-258451.246
0,59,-1543551.769,-258456.611
0,60,-1543554.647,-258459.323
0,61,-1543558.146,-258465.198
0,62,-1543571.612,-258477.020
0,63,-1543580.183,-258487.826
0,64,-1543582.066,-258491.394
0,65,-1543584.944,-258494.100
0,66,-1543595.696,-258513.032
0,67,-1543603.590,-258538.405
0,68,-1543610.694,-258556.720
0,69,-1543631.997,-258596.552
0,70,-1543638.260,-258604.517
0,71,-1543640.377,-258609.348
0,72,-1543645.570,-258614.908
0,73,-1543676.091,-258662.786
0,74,-1543680.472,-258667.174
0,75,-1543684.209,-258674.327
0,76,-1543705.747,-258700.329
0,77,-1543731.986,-258723.432
0,78,-1543746.220,-258733.125
0,79,-1543762.252,-258749.025
0,80,-1543768.375,-258756.369
0,81,-1543770.829,-258759.834
0,82,-1543778.741,-258779.297
0,83,-1543784.358,-258790.020
0,84,-1543788.164,-258800.435
0,85,-1543800.097,-258822.402
0,86,-1543815.472,-258846.982
0,87,-1543829.867,-258866.482
0,88,-1543842.123,-258881.165
0,89,-1543848.254,-258894.402
0,90,-1543851.939,-258919.293
0,91,-1543852.641,-258940.825
0,92,-1543859.359,-258963.160
0,93,-1543869.814,-258992.630
0,94,-1543877.645,-259041.659
0,95,-1543884.614,-259065.257
0,96,-1543888.112,-259071.136
0,97,-1543890.043,-259077.988
0,98,-1543901.973,-259099.949
0,99,-1543910.604,-259114.018
0,100,-1543925.233,-259134.788
0,101,-1543937.144,-259183.684
0,102,-1543947.918,-259217.702
0,103,-1543956.348,-259233.771
0,104,-1543974.945,-259253.784
0,105,-1543984.451,-259266.369
0,106,-1543995.943,-259289.077
0,107,-1544000.198,-259313.849
0,108,-1544000.253,-259317.123
0,109,-1543996.829,-259329.612
0,110,-1543992.853,-259336.297
0,111,-1543983.713,-259346.623
0,112,-1543971.288,-259364.157
0,113,-1543964.153,-259378.687
0,114,-1543963.422,-259389.989
0,115,-1543967.776,-259406.221
0,116,-1543979.262,-259428.931
0,117,-1543990.700,-259448.365
0,118,-1544025.843,-259501.906
0,119,-1544027.951,-259506.738
0,120,-1544034.220,-259514.710
0,121,-1544041.461,-259527.736
0,122,-1544053.812,-259560.786
0,123,-1544053.985,-259585.699
0,124,-1544055.032,-259594.324
0,125,-1544056.862,-259609.435
0,126,-1544067.140,-259640.920
0,127,-1544066.081,-259642.929
0,128,-1544063.286,-259648.236
0,129,-1544060.695,-259650.055
0,130,-1544053.946,-259660.564
0,131,-1544053.488,-259662.559
0,132,-1544052.043,-259668.823
0,133,-1544049.709,-259692.915
0,134,-1544050.876,-259722.892
0,135,-1544050.450,-259738.737
0,136,-1544048.796,-259748.261
0,137,-1544041.583,-259765.436
0,138,-1544039.042,-259776.431
0,139,-1544037.974,-259795.033
0,140,-1544027.818,-259812.113
0,141,-1544022.245,-259820.031
0,142,-1544011.736,-259834.970
0,143,-1544004.384,-259857.417
0,144,-1544003.851,-259866.706
0,145,-1544001.700,-259873.695
0,146,-1544000.156,-259883.852
0,147,-1543998.838,-259886.078
0,148,-1543994.488,-259890.870
0,149,-1543985.043,-259896.650
0,150,-1543957.322,-259907.989
0,151,-1543943.407,-259917.930
0,152,-1543933.587,-259927.730
0,153,-1543913.517,-259957.268
0,154,-1543908.452,-259973.359
0,155,-1543902.710,-259983.021
