ring_id,vertex_id,x,y
0,0,1841198.390,663200.164
0,1,1841938.916,662436.373
0,2,1841901.147,661590.337
0,3,1842497.013,660843.995
0,4,1843130.151,658983.970
0,5,1843453.189,661539.380
0,6,1842338.348,663476.039
0,7,1841692.962,663322.479
0,8,1842057.529,666240.522
0,9,1843735.277,665959.523
0,10,1844002.320,665064.165
0,11,1845538.162,665249.350
0,12,1845818.091,663613.157
0,13,1847744.708,665213.570
0,14,1849863.340,663891.781
0,15,1850503.062,664515.408
0,16,1855889.950,661613.933
0,17,1857196.482,662118.329
0,18,1859520.828,657433.043
0,19,1862551.616,654391.958
0,20,1858461.193,660702.088
0,21,1862138.105,661655.686
0,22,1859487.524,663990.567
0,23,1862948.324,663775.324
0,24,1860423.831,668145.211
0,25,1858461.006,665907.823
0,26,1856372.057,667442.435
0,27,1856519.118,670161.976
0,28,1855280.309,670600.481
0,29,1855659.185,668107.412
0,30,1854555.729,667753.972
0,31,1853677.528,669567.027
0,32,1853123.556,670256.719
0,33,1853250.095,671056.518
0,34,1852739.573,671804.489
0,35,1852173.542,672665.211
0,36,1851988.914,673339.883
0,37,1852994.119,673333.510
0,38,1853515.509,673733.083
0,39,1853716.435,674287.476
0,40,1853223.114,674314.553
0,41,1851784.843,675188.489
0,42,1852788.122,675370.213
0,43,1852272.841,676017.472
0,44,1852109.031,675555.690
0,45,1851196.546,676283.395
0,46,1851303.178,677805.604
0,47,1850279.210,678052.686
0,48,1849792.029,677687.973
0,49,1847621.919,678090.288
0,50,1846673.712,679278.138
0,51,1845975.494,679374.573
0,52,1846102.603,679782.899
0,53,1845386.827,679724.758
0,54,1845536.328,680670.736
0,55,1844307.110,680148.047
0,56,1843909.462,681678.329
0,57,1843451.696,680607.730
0,58,1842932.713,681666.160
0,59,1842398.243,681696.193
0,60,1843104.914,681058.464
0,61,1842832.028,680546.015
0,62,1842492.852,681008.249
0,63,1841422.654,679809.938
0,64,1841710.797,678824.072
0,65,1842903.274,680437.612
0,66,1844817.959,679387.300
0,67,1845102.335,679696.340
0,68,1846385.061,678753.487
0,69,1846293.360,677128.176
0,70,1847582.897,675271.883
0,71,1848276.029,675683.195
0,72,1848319.759,676305.081
0,73,1849719.767,676135.814
0,74,1850353.062,675466.508
0,75,1850369.749,676308.863
0,76,1850915.439,675149.773
0,77,1849991.591,674462.158
0,78,1849245.933,674914.413
0,79,1847127.240,674460.637
0,80,1845457.725,675494.647
0,81,1844121.075,674009.927
0,82,1842231.841,677508.550
0,83,1840636.839,675740.754
0,84,1840149.699,677596.059
0,85,1838636.698,677142.961
0,86,1840078.808,673745.344
0,87,1842227.080,672237.556
0,88,1844036.713,669463.140
0,89,1843633.221,668617.786
0,90,1842316.188,669988.931
0,91,1841416.223,669943.194
0,92,1841322.891,668183.538
0,93,1839471.127,669428.841
0,94,1838282.236,671145.654
0,95,1837142.261,670876.717
0,96,1841186.353,666153.719
0,97,1841942.010,665699.651
0,98,1841158.837,664532.748
Total signed area in input: 2.062881e+08
Total signed area in output: 2.062881e+08
Total areal displacement: 6.129406e+07
