ring_id,vertex_id,x,y
0,0,1453794.567,-1372995.444
0,1,1452720.509,-1373516.632
0,2,1451565.844,-1374328.134
0,3,1451157.765,-1375013.662
0,4,1451147.065,-1375279.586
0,5,1450616.982,-1376430.193
0,6,1449563.058,-1378305.601
0,7,1449329.927,-1379404.480
0,8,1449421.378,-1380032.884
0,9,1449714.108,-1380171.067
0,10,1450081.666,-1380816.746
0,11,1450247.678,-1381310.104
0,12,1452399.613,-1382362.502
0,13,1452759.623,-1382308.607
0,14,1453893.552,-1382932.988
0,15,1454354.669,-1384160.211
0,16,1454430.532,-1385245.492
0,17,1453887.944,-1386583.070
0,18,1453134.550,-1386918.741
0,19,1451261.343,-1385750.843
0,20,1451310.859,-1384539.002
0,21,1450351.075,-1382385.347
0,22,1450579.101,-1383891.701
0,23,1451037.382,-1384912.516
0,24,1451201.092,-1386111.889
0,25,1449643.306,-1390226.995
0,26,1448458.245,-1389961.699
0,27,1446376.357,-1391686.325
0,28,1446143.872,-1393717.984
0,29,1444673.710,-1394127.706
0,30,1441724.674,-1399820.584
0,31,1439440.122,-1399775.854
0,32,1438396.906,-1401306.648
0,33,1436960.817,-1400792.554
0,34,1434945.449,-1401852.036
0,35,1433341.379,-1402111.939
0,36,1433529.006,-1402799.796
0,37,1436453.452,-1402465.876
0,38,1433472.732,-1403424.795
0,39,1430723.648,-1401888.697
0,40,1432737.290,-1405705.804
0,41,1435444.839,-1402818.411
0,42,1437879.073,-1402386.341
0,43,1436523.504,-1406238.228
0,44,1439579.485,-1403040.600
0,45,1445810.391,-1412186.952
0,46,1448073.522,-1419165.764
0,47,1451368.928,-1423106.994
0,48,1454589.952,-1423578.282
0,49,1460673.407,-1428687.767
0,50,1461674.226,-1424780.412
0,51,1463855.287,-1427064.051
0,52,1467665.797,-1423515.698
0,53,1468405.671,-1418847.141
0,54,1470636.887,-1421339.825
0,55,1472071.755,-1419556.395
0,56,1471491.124,-1415950.673
0,57,1475248.384,-1412287.387
0,58,1475779.993,-1410169.178
0,59,1477078.899,-1407315.626
0,60,1477860.908,-1404696.643
0,61,1477206.213,-1402455.464
0,62,1476995.482,-1398592.724
0,63,1476575.783,-1396812.356
0,64,1475821.094,-1395193.677
0,65,1475379.754,-1395008.985
0,66,1475275.826,-1394364.274
0,67,1474710.528,-1393171.239
0,68,1473797.895,-1391522.099
0,69,1473295.043,-1390570.971
0,70,1472565.753,-1389130.143
0,71,1471835.534,-1387871.302
0,72,1471168.623,-1386802.900
0,73,1470077.417,-1384967.848
0,74,1469864.862,-1384823.735
0,75,1469548.773,-1384379.790
0,76,1468954.564,-1384008.704
0,77,1468478.510,-1383508.202
0,78,1468077.940,-1383256.915
0,79,1467941.999,-1382921.168
0,80,1467433.249,-1382219.444
0,81,1466907.075,-1381410.391
0,82,1466373.341,-1380340.956
0,83,1465994.834,-1379796.868
0,84,1465603.201,-1379599.079
0,85,1464983.519,-1379424.633
0,86,1464407.620,-1379091.583
0,87,1463962.267,-1378420.611
0,88,1463705.708,-1377484.844
0,89,1463446.496,-1377031.363
0,90,1462978.554,-1376790.802
0,91,1462091.475,-1375807.445
0,92,1461777.284,-1375635.330
0,93,1461533.845,-1375401.269
0,94,1461309.911,-1375165.707
0,95,1460059.215,-1374308.554
0,96,1458395.859,-1373944.188
0,97,1455604.815,-1372509.820
0,98,1455094.089,-1372418.591
Total signed area in input: 1.305116e+09
Total signed area in output: 1.305116e+09
Total areal displacement: 4.228726e+07
