ring_id,vertex_id,x,y
0,0,1901473.955,717776.519
0,1,1900821.031,718688.868
0,2,1900056.722,718646.699
0,3,1899015.194,719303.892
0,4,1898711.091,720859.737
0,5,1898813.432,718624.779
0,6,1897941.425,718597.904
0,7,1898094.692,717865.794
0,8,1896951.304,717890.080
0,9,1896817.648,718495.801
0,10,1895956.323,717833.011
0,11,1893686.565,718409.051
0,12,1891820.426,721706.671
0,13,1892084.791,720402.644
0,14,1894439.417,717192.663
0,15,1894383.739,716000.620
0,16,1893722.993,714756.062
0,17,1893620.670,714384.159
0,18,1893452.874,713983.951
0,19,1893617.138,713351.832
0,20,1893972.945,713325.654
0,21,1893936.413,713035.801
0,22,1893968.740,712954.479
0,23,1893775.976,712601.678
0,24,1893724.259,712382.584
0,25,1893752.303,712236.581
0,26,1893964.462,711975.903
0,27,1894015.117,711790.784
0,28,1893966.210,711690.968
0,29,1894011.555,711611.787
0,30,1894022.361,711493.716
0,31,1894515.141,710837.533
0,32,1894362.429,710890.616
0,33,1894074.565,710631.992
0,34,1894220.607,710554.687
0,35,1894338.460,710744.557
0,36,1894528.424,710706.444
0,37,1895031.332,709610.551
0,38,1895040.714,709350.523
0,39,1896637.438,708686.792
0,40,1897050.169,708376.109
0,41,1897436.774,708475.745
0,42,1897694.985,708068.016
0,43,1897797.136,708296.876
0,44,1898027.925,708297.692
0,45,1898896.522,707915.037
0,46,1899269.388,708128.383
0,47,1899845.832,707724.371
0,48,1899763.212,707950.085
0,49,1900452.681,708297.802
0,50,1900833.104,708092.479
0,51,1900922.356,707754.255
0,52,1901239.848,707706.406
0,53,1901329.399,707526.203
0,54,1901429.339,707533.051
0,55,1901490.276,707232.236
0,56,1901610.646,707221.585
0,57,1901727.300,707023.699
0,58,1902215.027,707146.792
0,59,1902251.047,706977.141
0,60,1902117.727,707002.242
0,61,1901964.640,706746.046
0,62,1902059.389,706287.223
0,63,1902419.299,706066.399
0,64,1902408.080,705764.839
0,65,1902322.928,705757.727
0,66,1902187.144,705450.883
0,67,1902466.945,705106.171
0,68,1902639.619,705044.157
0,69,1902787.642,704967.506
0,70,1902875.597,705031.872
0,71,1903010.717,704961.538
0,72,1902955.484,704896.530
0,73,1902795.123,704878.901
0,74,1902878.913,704727.172
0,75,1903177.893,704586.673
0,76,1903603.256,704746.096
0,77,1903572.864,704973.952
0,78,1904006.896,704877.293
0,79,1904464.144,704299.540
0,80,1904246.339,703887.333
0,81,1904106.294,704091.866
0,82,1903282.268,703347.346
0,83,1902668.175,703575.166
0,84,1903244.885,702672.585
0,85,1903985.459,703685.984
0,86,1905182.201,701718.870
0,87,1906329.019,703481.309
0,88,1905471.331,713552.202
0,89,1907822.479,710660.622
0,90,1908062.031,711988.517
0,91,1906126.287,714059.980
0,92,1904393.279,718806.859
0,93,1902700.571,716646.988
0,94,1902673.589,714196.197
0,95,1905247.439,712044.834
0,96,1902677.493,712320.899
0,97,1901274.695,714785.182
0,98,1901506.875,716262.674
Total signed area in input: 1.277306e+08
Total signed area in output: 1.277306e+08
Total areal displacement: 2.315460e+07
